,region,price,year,manufacturer,model,condition,odometer,transmission,drive,type,paint_color
1967,chattanooga,8475,2015,fiat,500 lounge convertible,excellent,90,manual,fwd,convertible,custom
1968,albuquerque,3300,2004,chrysler,pt cruiser gt turbo,good,104000,automatic,fwd,wagon,white
1969,worcester / central MA,133995,2017,audi,r8 v10 coupe quattro,like new,7500,automatic,4wd,coupe,grey
1970,madison,9900,2013,dodge,dart,good,62413,manual,fwd,sedan,red
1971,raleigh / durham / CH,5499,2009,nissan,rogue sl,good,147,automatic,4wd,SUV,silver
1972,oklahoma city,24988,2015,ford,f-150 xlt 4x4,excellent,144000,automatic,4wd,truck,blue
1973,philadelphia,12590,2012,honda,civic lx coupe 2d,good,60037,other,fwd,coupe,black
1974,st cloud,4495,2000,buick,lesabre,excellent,78706,automatic,fwd,sedan,white
1975,grand rapids,10995,2013,chevrolet,equinox,good,82073,automatic,fwd,SUV,red
1976,lawton,36990,2018,ford,f150 supercrew cab xlt,good,8957,automatic,4wd,pickup,white
1977,morgantown,8900,2014,subaru,impreza,excellent,37000,automatic,4wd,hatchback,silver
1978,jacksonville,37999,2019,ford,f-150,excellent,35308,automatic,rwd,truck,grey
1979,"washington, DC",4495,2004,volvo,xc90,good,161851,automatic,4wd,wagon,custom
1980,killeen / temple / ft hood,10500,1980,chevrolet,blazer,good,109106,automatic,4wd,SUV,brown
1981,brainerd,39590,2009,chevrolet,corvette z06 coupe 2d,good,28066,other,rwd,coupe,black
1982,san diego,31900,2011,ford,f550 contractors utility,excellent,66983,automatic,rwd,truck,white
1983,albany,1000,2009,saturn,vue xe,good,141000,automatic,4wd,SUV,blue
1984,baltimore,11995,2012,infiniti,ex,good,104125,automatic,4wd,SUV,black
1985,gulfport / biloxi,14890,2012,chevrolet,silverado 2500 hd,excellent,194668,automatic,rwd,truck,white
1986,vermont,12900,2008,jeep,wrangler,good,188904,automatic,4wd,wagon,silver
1987,anchorage / mat-su,19999,2015,acura,rdx,excellent,74749,automatic,4wd,SUV,black
1988,greensboro,6595,2007,mazda,cx-9,good,147200,automatic,fwd,SUV,white
1989,ventura county,4700,2004,hyundai,santa fe gls,excellent,96000,automatic,fwd,SUV,red
1990,ames,15900,2008,jeep,wrangler,good,142527,automatic,4wd,SUV,custom
1991,columbus,1650,2004,volkswagen,golf,excellent,294402,manual,fwd,sedan,silver
1992,toledo,4495,2008,mercury,mountaineer premium,like new,145200,automatic,4wd,SUV,silver
1993,boston,37995,2018,ford,f150 4x4,like new,39000,automatic,4wd,truck,red
1994,santa maria,14995,2018,toyota,corolla le,good,61459,automatic,fwd,sedan,black
1995,oklahoma city,7500,2005,toyota,4runner,excellent,172265,automatic,rwd,SUV,blue
1996,hartford,9000,2009,ram,2500,fair,170000,automatic,4wd,truck,white
1997,phoenix,13990,2015,mini,hardtop 2 door cooper,good,38209,automatic,fwd,hatchback,blue
1998,joplin,35000,2017,chevrolet,silverado 1500 lt z71,excellent,65000,automatic,4wd,truck,white
1999,cleveland,5500,2013,nissan,rogue,excellent,103600,automatic,4wd,SUV,purple
2000,modesto,21990,2017,audi,q3 premium sport utility 4d,good,48871,automatic,fwd,other,black
2001,sioux falls / SE SD,25950,2014,lexus,is350 f sport,excellent,62447,automatic,4wd,sedan,white
2002,bakersfield,36950,2012,ford,f250 king ranch,excellent,180513,automatic,4wd,truck,black
2003,pensacola,14995,2006,ford,f-250 sd,good,248731,automatic,4wd,truck,grey
2004,vermont,10995,2007,toyota,4runner,excellent,147000,automatic,4wd,SUV,grey
2005,jackson,11493,2011,hyundai,veracruz,excellent,134891,automatic,4wd,SUV,brown
2006,northern michigan,27350,2015,bmw,4 series,excellent,37750,automatic,4wd,coupe,silver
2007,springfield,0,2010,toyota,tundra crewmax,good,57172,automatic,rwd,pickup,red
2008,norfolk / hampton roads,30500,1965,chevrolet,malibu,good,5000,automatic,rwd,coupe,red
2009,dayton / springfield,13590,2013,volkswagen,beetle 2.5l hatchback,good,46608,automatic,fwd,hatchback,silver
2010,cleveland,8995,2011,subaru,outback,good,129900,automatic,4wd,SUV,black
2011,south bend / michiana,16400,2017,chrysler,pacifica,excellent,92928,automatic,fwd,mini-van,silver
2012,sarasota-bradenton,15990,2020,nissan,versa sr sedan 4d,good,11114,automatic,fwd,sedan,grey
2013,duluth / superior,11600,2008,ram,1500,excellent,137606,automatic,4wd,pickup,white
2014,columbia,31990,2013,mercedes-benz,c-class c 63 amg,good,43588,automatic,rwd,sedan,white
2015,lima / findlay,4995,2009,chrysler,town & country,excellent,155000,automatic,fwd,mini-van,blue
2016,SF bay area,37990,2018,ford,expedition max xlt sport,good,34706,automatic,4wd,other,black
2017,visalia-tulare,22990,2016,nissan,frontier crew cab sv,good,31193,other,fwd,pickup,white
2018,wilmington,0,2012,ram,cargo van,good,59838,automatic,fwd,van,white
2019,minneapolis / st paul,12990,2019,nissan,versa sv sedan 4d,good,37203,automatic,fwd,sedan,blue
2020,springfield,14977,2016,nissan,rogue,excellent,42257,automatic,fwd,SUV,grey
2021,spokane / coeur d'alene,13000,2009,chevrolet,1500 silverado,fair,131000,automatic,4wd,pickup,white
2022,joplin,13900,2011,ford,explorer,excellent,127000,automatic,4wd,SUV,silver
2023,madison,7980,2015,hyundai,sonata hybrid,excellent,126899,automatic,fwd,sedan,white
2024,york,6780,2013,hyundai,elantra,excellent,132996,automatic,fwd,sedan,black
2025,central NJ,3000,2004,toyota,camry,excellent,179645,automatic,fwd,sedan,silver
2026,las cruces,12995,2017,kia,soul +,excellent,59432,automatic,fwd,wagon,white
2027,roanoke,12900,1996,chevrolet,corvette,like new,140000,automatic,rwd,coupe,green
2028,grand rapids,12995,2013,honda,crv ex-l awd,excellent,125000,automatic,4wd,SUV,black
2029,SF bay area,6400,2003,bmw,z4 3.0i,excellent,136000,manual,rwd,convertible,silver
2030,colorado springs,12990,2013,mini,hardtop cooper hatchback 2d,good,41606,automatic,fwd,hatchback,black
2031,grand rapids,30500,2014,bmw,2014 435i convertible,like new,44000,automatic,rwd,convertible,silver
2032,texoma,14900,2015,ford,edge sport,excellent,98300,automatic,fwd,SUV,black
2033,gainesville,1,2017,dodge,durango,excellent,36318,other,4wd,SUV,white
2034,buffalo,4699,2009,dodge,grand caravan se,excellent,191000,automatic,fwd,mini-van,custom
2035,eugene,7995,2007,acura,tl type-s,excellent,173692,automatic,fwd,sedan,black
2036,boston,10900,2013,kia,sorrento lx,excellent,73452,automatic,4wd,SUV,red
2037,indianapolis,8200,2014,hyundai,sonata gls,good,79000,automatic,fwd,sedan,grey
2038,fayetteville,0,2018,nissan,frontier king cab,good,48534,automatic,rwd,pickup,silver
2039,norfolk / hampton roads,11000,2011,mazda,cx-9,excellent,57000,automatic,4wd,SUV,grey
2040,space coast,9900,2013,ford,taurus,excellent,104000,automatic,fwd,sedan,silver
2041,"quad cities, IA/IL",3099,2003,toyota,camry le,good,161280,automatic,fwd,sedan,brown
2042,oregon coast,500,2015,bmw,3 series,excellent,49951,automatic,rwd,sedan,red
2043,SF bay area,5995,2008,kia,rondo 4dr wgn v6 lx,good,93711,automatic,fwd,hatchback,black
2044,pierre / central SD,8500,1984,pontiac,firebird,excellent,83000,manual,rwd,coupe,grey
2045,el paso,5400,2013,chrysler,200 touring,excellent,142000,automatic,fwd,sedan,silver
2046,tampa bay area,5599,2012,chevrolet,equinox lt,good,178885,automatic,fwd,SUV,brown
2047,ft myers / SW florida,2100,2005,nissan,altima,excellent,185000,automatic,rwd,sedan,white
2048,champaign urbana,4000,2003,toyota,avalon,excellent,129000,automatic,fwd,sedan,grey
2049,daytona beach,1295,2014,kia,soul,good,91056,automatic,fwd,SUV,silver
2050,joplin,9900,2008,chevrolet,silverado 1500,good,184950,automatic,rwd,truck,black
2051,sacramento,5950,2005,honda,accord lx,excellent,116105,automatic,fwd,sedan,white
2052,cleveland,33990,2020,ram,1500 classic crew cab slt,good,9601,automatic,4wd,pickup,white
2053,daytona beach,1,2016,mercedes-benz,gle-class,excellent,44869,other,4wd,SUV,grey
2054,indianapolis,21500,2014,chevrolet,silverado,like new,80000,automatic,fwd,truck,black
2055,baltimore,25400,2017,acura,tlx,good,32434,automatic,4wd,sedan,black
2056,okaloosa / walton,0,2015,kia,forte,excellent,87646,automatic,fwd,sedan,blue
2057,new york city,39995,2018,bmw,7 series,excellent,33427,automatic,4wd,sedan,black
2058,toledo,39590,2009,chevrolet,corvette z06 coupe 2d,good,28066,other,rwd,coupe,black
2059,rochester,34995,2015,chevrolet,tahoe,excellent,62759,automatic,4wd,SUV,white
2060,reno / tahoe,6950,2005,ford,f-150 4x4,excellent,217000,automatic,4wd,truck,white
2061,buffalo,5800,2010,kia,forte sx,good,81282,automatic,fwd,sedan,silver
2062,redding,14990,2016,jeep,patriot sport suv 4d,good,15758,other,fwd,SUV,silver
2063,inland empire,21000,2008,jeep,wrangler unlimited sahara,good,119000,automatic,4wd,offroad,black
2064,yuma,4700,2007,honda,civic,excellent,175000,automatic,fwd,sedan,brown
2065,seattle-tacoma,8500,2014,toyota,camry,excellent,142900,automatic,fwd,sedan,black
2066,winston-salem,28990,2013,toyota,tundra double cab pickup,good,23490,automatic,4wd,pickup,red
2067,charlotte,41990,2017,toyota,tundra double cab limited,good,43474,automatic,4wd,pickup,silver
2068,boulder,10500,1994,mitsubishi,delica,good,102000,automatic,4wd,mini-van,custom
2069,phoenix,17980,2010,dodge,dakota 4x4,good,36700,automatic,4wd,pickup,white
2070,SF bay area,17900,2015,lincoln,mkc white suv awd,like new,49000,automatic,4wd,SUV,white
2071,syracuse,19995,2016,chevrolet,express cargo van,good,57914,automatic,rwd,van,white
2072,madison,19900,2015,lexus,gs350 f sport awd,excellent,112162,automatic,4wd,sedan,silver
2073,mohave county,3500,2005,ford,freestyle 7 passenger,good,231000,automatic,fwd,sedan,white
2074,milwaukee,35990,2020,kia,telluride lx sport utility,good,11998,automatic,fwd,other,white
2075,hickory / lenoir,800,1999,ford,ranger supercab xlt,good,158000,automatic,rwd,truck,green
2076,fargo / moorhead,15990,2011,chevrolet,suburban lt 4x4,excellent,119024,automatic,4wd,SUV,brown
2077,memphis,34590,2013,porsche,boxster convertible 2d,good,55846,automatic,rwd,convertible,blue
2078,austin,5000,2003,toyota,rav 4,excellent,173400,automatic,fwd,SUV,white
2079,kenosha-racine,16500,2018,jeep,cherokee latitude plus,excellent,25000,automatic,fwd,SUV,black
2080,gainesville,4200,2007,ford,escape hybrid,excellent,92831,automatic,fwd,SUV,custom
2081,meadville,9995,2011,chevrolet,malibu,good,77225,automatic,fwd,sedan,white
2082,ventura county,8500,2011,honda,accord lx,excellent,82200,automatic,fwd,sedan,grey
2083,portland,8500,2011,mitsubishi,outlander xls,excellent,86836,automatic,fwd,SUV,brown
2084,indianapolis,3000,2000,honda,accord,good,90000,automatic,fwd,sedan,green
2085,los angeles,0,2016,chevrolet,traverse ls,like new,54865,automatic,fwd,SUV,silver
2086,vermont,24990,2008,ford,econoline cargo van,good,107244,automatic,rwd,truck,white
2087,moses lake,9976,2011,cadillac,cts,like new,143000,automatic,4wd,sedan,black
2088,eastern shore,1200,1998,chevrolet,blazer,fair,223752,automatic,4wd,SUV,red
2089,reno / tahoe,5950,2001,ford,f-150 super crew 4x4,excellent,200000,automatic,4wd,truck,black
2090,erie,28990,2016,ford,mustang gt premium,good,29663,automatic,rwd,other,red
2091,gold country,23500,1941,chevrolet,master deluxe,excellent,10000,automatic,rwd,sedan,blue
2092,springfield,1600,2001,chevrolet,lumina,excellent,171465,automatic,fwd,sedan,white
2093,bend,7995,2013,ford,escape,excellent,144500,automatic,4wd,SUV,silver
2094,new york city,1175,2005,cadillac,deville,fair,175000,automatic,fwd,sedan,blue
2095,eau claire,9000,2012,gmc,acadia slt awd,good,156366,automatic,4wd,SUV,white
2096,north jersey,320,2020,mazda,cx-5,new,960,automatic,4wd,SUV,blue
2097,chicago,3590,2007,ford,focus,excellent,136000,automatic,fwd,sedan,yellow
2098,corpus christi,39990,2012,chevrolet,corvette grand sport,good,25474,automatic,rwd,other,red
2099,fayetteville,9900,2011,kia,sportage ex,good,119593,automatic,fwd,other,brown
2100,bakersfield,18990,2013,cadillac,ats 3.6l premium sedan,good,53267,other,rwd,sedan,silver
2101,cincinnati,16990,2019,toyota,corolla hatchback se 4d,good,23003,other,fwd,hatchback,silver
2102,lincoln,20850,2017,nissan,rogue sv,like new,15548,automatic,4wd,SUV,silver
2103,southeast missouri,1500,2001,volvo,s60,good,253000,automatic,fwd,sedan,green
2104,owensboro,34590,2017,jeep,wrangler unlimited sport,good,14821,other,4wd,other,red
2105,gainesville,16500,2019,honda,civic,excellent,26626,automatic,fwd,sedan,grey
2106,ocala,11999,2015,nissan,rogue s,excellent,58666,automatic,fwd,SUV,black
2107,new haven,6995,2000,ford,f150,good,147442,automatic,4wd,pickup,black
2108,columbia,6300,2009,toyota,corolla,like new,89000,automatic,fwd,sedan,silver
2109,boston,0,2015,honda,accord exl 2.4l 4-door,like new,40,automatic,fwd,sedan,black
2110,cincinnati,23990,2015,lexus,gs 350 sedan 4d,good,51880,automatic,rwd,sedan,black
2111,nashville,3500,2009,ford,crown vic police special,good,149324,automatic,rwd,sedan,white
2112,stockton,37990,2017,gmc,yukon sle sport utility 4d,good,36900,automatic,4wd,other,black
2113,jacksonville,14900,2013,jaguar,xf,excellent,82659,automatic,fwd,sedan,silver
2114,richmond,7995,2011,honda,crz,good,133000,automatic,fwd,coupe,red
2115,yuba-sutter,17999,2008,gmc,sierra 1500,excellent,145327,automatic,4wd,pickup,black
2116,san diego,6000,2006,audi,a3,excellent,88378,automatic,fwd,hatchback,red
2117,albuquerque,4250,2012,chevrolet,cruze eco,good,185000,automatic,fwd,sedan,white
2118,"st louis, MO",21990,2018,honda,civic si coupe 2d,good,17546,other,fwd,coupe,silver
2119,chicago,17990,2016,volkswagen,cc 2.0t r-line sedan,good,38753,automatic,fwd,sedan,black
2120,madison,12890,2008,ford,f-350,good,117866,automatic,rwd,truck,white
2121,des moines,2000,2007,toyota,rav4 new gen 4wd,fair,165000,automatic,4wd,SUV,red
2122,"washington, DC",0,2014,lexus,is 250,excellent,53648,automatic,rwd,sedan,black
2123,phoenix,19888,2004,chevrolet,silverado 3500hd 4x4,good,170343,automatic,4wd,truck,custom
2124,cincinnati,13995,2003,ford,f-350 super duty,excellent,182178,automatic,4wd,pickup,black
2125,wausau,1900,2001,toyota,celica gt,good,211688,manual,fwd,hatchback,red
2126,milwaukee,0,2017,toyota,tacoma trd sport 4x4,like new,33055,automatic,4wd,truck,silver
2127,los angeles,9500,1994,jeep,wrangler yj,good,165000,manual,4wd,offroad,red
2128,hartford,6999,2012,toyota,prius,excellent,195731,automatic,fwd,hatchback,green
2129,cleveland,2500,2002,ford,explorer,good,250000,automatic,4wd,SUV,blue
2130,ft myers / SW florida,30990,2017,lexus,rx 350 f sport suv 4d,good,49076,other,fwd,SUV,black
2131,phoenix,36990,2015,gmc,sierra 1500 crew cab slt,good,18138,automatic,4wd,pickup,black
2132,los angeles,17590,2019,ford,ecosport se sport utility,good,2856,automatic,fwd,hatchback,red
2133,twin tiers NY/PA,12000,2014,mazda,cx-9,excellent,98000,automatic,4wd,SUV,silver
2134,eastern shore,14500,2012,nissan,fontier,good,64000,manual,4wd,truck,black
2135,philadelphia,14500,1982,jeep,cj,excellent,154721,manual,4wd,SUV,blue
2136,las vegas,11900,2013,mercedes-benz,c-class,excellent,93397,automatic,rwd,sedan,silver
2137,waterloo / cedar falls,11900,2012,volkswagen,touareg,excellent,124000,automatic,4wd,SUV,black
2138,wichita,12850,2003,ford,f250 super duty,good,174000,automatic,4wd,truck,white
2139,baton rouge,12495,2018,kia,forte,excellent,38000,automatic,fwd,sedan,silver
2140,indianapolis,14400,2016,subaru,crosstrek,excellent,96194,automatic,4wd,SUV,black
2141,salem,13495,2016,gmc,savana 2500 cargo van,good,161600,automatic,rwd,van,white
2142,wichita,21500,2013,chevrolet,silverado 1500,good,149457,automatic,4wd,truck,blue
2143,eau claire,8500,2013,ford,escape,good,98500,automatic,4wd,SUV,silver
2144,austin,7200,1974,jeep,cj5,fair,49303,manual,4wd,offroad,brown
2145,fredericksburg,32990,2017,ram,1500 crew cab slt pickup 4d,good,26230,other,4wd,pickup,red
2146,la crosse,31995,2015,chevrolet,silverado 2500hd,excellent,119934,automatic,4wd,pickup,white
2147,austin,39494,2018,ford,f-250,excellent,94285,automatic,4wd,truck,silver
2148,huntsville / decatur,11500,2017,nissan,altima,good,99632,automatic,fwd,sedan,grey
2149,portland,17995,2012,audi,s5,good,73600,automatic,4wd,convertible,black
2150,akron / canton,14324,2017,hyundai,elantra limited,good,28565,automatic,fwd,sedan,grey
2151,medford-ashland,11495,2000,ford,f-250 super duty xlt,excellent,283251,automatic,4wd,truck,red
2152,grand forks,3400,2005,toyota,corolla,good,182000,automatic,fwd,sedan,white
2153,norfolk / hampton roads,38990,2014,toyota,fj cruiser sport utility,good,42531,other,4wd,SUV,black
2154,ventura county,2269,2001,toyota,4runner sr5 4wd,salvage,1,automatic,4wd,SUV,silver
2155,harrisburg,19590,2018,kia,sportage ex sport utility 4d,good,10946,other,fwd,SUV,blue
2156,cleveland,14990,2015,mini,hardtop 2 door cooper,good,31832,automatic,fwd,hatchback,white
2157,albany,34990,2020,jeep,wrangler unlimited sport s,good,17622,automatic,4wd,SUV,red
2158,fort wayne,6440,2007,toyota,rav 4,good,150049,automatic,fwd,SUV,black
2159,ocala,8000,2011,chevrolet,express 1500 cargo van,good,214000,automatic,rwd,van,white
2160,mendocino county,0,2019,ram,1500,excellent,42122,automatic,rwd,truck,silver
2161,knoxville,19990,2013,bmw,3 series 335i sedan 4d,good,56199,automatic,rwd,sedan,black
2162,houston,26000,1946,dodge,truck,good,5900,automatic,rwd,truck,purple
2163,poconos,6000,2009,nissan,altma,good,85150,automatic,fwd,sedan,black
2164,madison,6400,2012,ford,focus,good,99850,automatic,fwd,sedan,black
2165,winchester,2200,2004,ford,escape limited,good,243000,automatic,4wd,SUV,silver
2166,muncie / anderson,2995,2009,dodge,grand caravan se,excellent,174021,automatic,fwd,van,grey
2167,vermont,0,2017,toyota,corolla,good,23797,automatic,fwd,sedan,grey
2168,york,13500,2007,bmw,335i,excellent,142650,manual,rwd,sedan,blue
2169,hawaii,14995,2017,volkswagen,jetta sel,excellent,17148,automatic,fwd,sedan,grey
2170,battle creek,3500,2003,ford,f-150 xlt,good,247124,automatic,4wd,truck,black
2171,visalia-tulare,27990,2013,jeep,wrangler unlimited sport s,good,37381,other,4wd,other,silver
2172,roanoke,23995,2014,lexus,gs 350,excellent,104965,automatic,rwd,sedan,white
2173,minneapolis / st paul,29990,2014,lexus,gx 460 sport utility 4d,good,76547,automatic,4wd,other,black
2174,chattanooga,475,2000,nissan,sentra,fair,230000,automatic,fwd,sedan,grey
2175,state college,26990,2013,jeep,wrangler unlimited sahara,good,42067,other,4wd,other,black
2176,oklahoma city,13250,2008,chevrolet,avalanche,excellent,178996,automatic,4wd,truck,silver
2177,baton rouge,39900,2019,ford,super duty f-350 drw,good,9912,automatic,4wd,truck,white
2178,wyoming,0,2017,chevrolet,cruze,excellent,66696,automatic,fwd,sedan,black
2179,mcallen / edinburg,1,2014,chevrolet,traverse lt,excellent,83500,automatic,fwd,SUV,white
2180,richmond,29500,1969,chevrolet,corvette stingray,excellent,93000,manual,rwd,coupe,white
2181,spokane / coeur d'alene,15495,2010,subaru,impreza wrx,excellent,87,manual,4wd,sedan,blue
